"","date","age_group","gender","vaccine","public_or_private","dose_1","dose_2","id","dose_3"
"4366",2021-04-14,"30 o menos","F","Sinopharm","Público",46,0,NA,0
"4367",2021-04-14,"30 o menos","F","Sinopharm","Público nacional",13,0,NA,0
"4368",2021-04-14,"30 o menos","F","Sputnik","Privado",0,3,NA,0
"4369",2021-04-14,"30 o menos","F","Sputnik","Público",12,0,NA,0
"4370",2021-04-14,"30 o menos","F","Sputnik","Público nacional",2,0,NA,0
"4371",2021-04-14,"30 o menos","M","Sinopharm","Público",35,0,NA,0
"4372",2021-04-14,"30 o menos","M","Sinopharm","Público nacional",173,0,NA,0
"4373",2021-04-14,"30 o menos","M","Sputnik","Privado",1,8,NA,0
"4374",2021-04-14,"30 o menos","M","Sputnik","Público",7,1,NA,0
"4375",2021-04-14,"30 o menos","M","Sputnik","Público nacional",8,0,NA,0
"4376",2021-04-14,"31 a 40","F","Sinopharm","Público",134,1,NA,0
"4377",2021-04-14,"31 a 40","F","Sinopharm","Público nacional",6,0,NA,0
"4378",2021-04-14,"31 a 40","F","Sputnik","Privado",1,6,NA,0
"4379",2021-04-14,"31 a 40","F","Sputnik","Público",6,2,NA,0
"4380",2021-04-14,"31 a 40","F","Sputnik","Público nacional",10,0,NA,0
"4381",2021-04-14,"31 a 40","M","Sinopharm","Público",105,0,NA,0
"4382",2021-04-14,"31 a 40","M","Sinopharm","Público nacional",57,0,NA,0
"4383",2021-04-14,"31 a 40","M","Sputnik","Privado",0,2,NA,0
"4384",2021-04-14,"31 a 40","M","Sputnik","Público",1,1,NA,0
"4385",2021-04-14,"31 a 40","M","Sputnik","Público nacional",16,0,NA,0
"4386",2021-04-14,"41 a 50","F","Sinopharm","Público",145,0,NA,0
"4387",2021-04-14,"41 a 50","F","Sinopharm","Público nacional",4,0,NA,0
"4388",2021-04-14,"41 a 50","F","Sputnik","Privado",0,7,NA,0
"4389",2021-04-14,"41 a 50","F","Sputnik","Público",9,5,NA,0
"4390",2021-04-14,"41 a 50","F","Sputnik","Público nacional",16,0,NA,0
"4391",2021-04-14,"41 a 50","M","Sinopharm","Público",94,0,NA,0
"4392",2021-04-14,"41 a 50","M","Sinopharm","Público nacional",37,0,NA,0
"4393",2021-04-14,"41 a 50","M","Sputnik","Privado",1,7,NA,0
"4394",2021-04-14,"41 a 50","M","Sputnik","Público",2,0,NA,0
"4395",2021-04-14,"41 a 50","M","Sputnik","Público nacional",15,0,NA,0
"4396",2021-04-14,"51 a 60","F","Sinopharm","Público",50,0,NA,0
"4397",2021-04-14,"51 a 60","F","Sinopharm","Público nacional",3,0,NA,0
"4398",2021-04-14,"51 a 60","F","Sputnik","Privado",0,1,NA,0
"4399",2021-04-14,"51 a 60","F","Sputnik","Público",1,2,NA,0
"4400",2021-04-14,"51 a 60","F","Sputnik","Público nacional",11,0,NA,0
"4401",2021-04-14,"51 a 60","M","Sinopharm","Público",24,0,NA,0
"4402",2021-04-14,"51 a 60","M","Sinopharm","Público nacional",9,0,NA,0
"4403",2021-04-14,"51 a 60","M","Sputnik","Privado",0,3,NA,0
"4404",2021-04-14,"51 a 60","M","Sputnik","Público",3,1,NA,0
"4405",2021-04-14,"51 a 60","M","Sputnik","Público nacional",25,0,NA,0
"4406",2021-04-14,"61 a 70","F","Sinopharm","Privado",39,0,NA,0
"4407",2021-04-14,"61 a 70","F","Sinopharm","Público",61,0,NA,0
"4408",2021-04-14,"61 a 70","F","Sputnik","Privado",167,0,NA,0
"4409",2021-04-14,"61 a 70","F","Sputnik","Público",718,21,NA,0
"4410",2021-04-14,"61 a 70","F","Sputnik","Público nacional",22,0,NA,0
"4411",2021-04-14,"61 a 70","M","AstraZeneca","Privado",1,0,NA,0
"4412",2021-04-14,"61 a 70","M","AstraZeneca","Público",1,0,NA,0
"4413",2021-04-14,"61 a 70","M","Sinopharm","Privado",17,0,NA,0
"4414",2021-04-14,"61 a 70","M","Sinopharm","Público",80,0,NA,0
"4415",2021-04-14,"61 a 70","M","Sputnik","Privado",73,0,NA,0
"4416",2021-04-14,"61 a 70","M","Sputnik","Público",612,7,NA,0
"4417",2021-04-14,"61 a 70","M","Sputnik","Público nacional",26,0,NA,0
"4418",2021-04-14,"71 a 80","F","AstraZeneca","Privado",1,0,NA,0
"4419",2021-04-14,"71 a 80","F","Sinopharm","Privado",157,0,NA,0
"4420",2021-04-14,"71 a 80","F","Sinopharm","Público",87,0,NA,0
"4421",2021-04-14,"71 a 80","F","Sputnik","Privado",925,0,NA,0
"4422",2021-04-14,"71 a 80","F","Sputnik","Público",3796,962,NA,0
"4423",2021-04-14,"71 a 80","F","Sputnik","Público nacional",6,0,NA,0
"4424",2021-04-14,"71 a 80","M","Sinopharm","Privado",78,0,NA,0
"4425",2021-04-14,"71 a 80","M","Sinopharm","Público",41,0,NA,0
"4426",2021-04-14,"71 a 80","M","Sputnik","Privado",479,1,NA,0
"4427",2021-04-14,"71 a 80","M","Sputnik","Público",2608,622,NA,0
"4428",2021-04-14,"71 a 80","M","Sputnik","Público nacional",11,0,NA,0
"4429",2021-04-14,"81 a 90","F","AstraZeneca","Privado",3,0,NA,0
"4430",2021-04-14,"81 a 90","F","AstraZeneca","Público",1,0,NA,0
"4431",2021-04-14,"81 a 90","F","Sinopharm","Privado",9,0,NA,0
"4432",2021-04-14,"81 a 90","F","Sinopharm","Público",56,0,NA,0
"4433",2021-04-14,"81 a 90","F","Sputnik","Privado",36,0,NA,0
"4434",2021-04-14,"81 a 90","F","Sputnik","Público",276,1570,NA,0
"4435",2021-04-14,"81 a 90","F","Sputnik","Público nacional",2,0,NA,0
"4436",2021-04-14,"81 a 90","M","Sinopharm","Privado",4,0,NA,0
"4437",2021-04-14,"81 a 90","M","Sinopharm","Público",14,0,NA,0
"4438",2021-04-14,"81 a 90","M","Sputnik","Privado",7,1,NA,0
"4439",2021-04-14,"81 a 90","M","Sputnik","Público",96,1046,NA,0
"4440",2021-04-14,"81 a 90","M","Sputnik","Público nacional",1,0,NA,0
"4441",2021-04-14,"91 o mas","F","AstraZeneca","Privado",3,0,NA,0
"4442",2021-04-14,"91 o mas","F","AstraZeneca","Público",1,0,NA,0
"4443",2021-04-14,"91 o mas","F","Sinopharm","Privado",6,0,NA,0
"4444",2021-04-14,"91 o mas","F","Sinopharm","Público",34,0,NA,0
"4445",2021-04-14,"91 o mas","F","Sputnik","Privado",8,0,NA,0
"4446",2021-04-14,"91 o mas","F","Sputnik","Público",53,295,NA,0
"4447",2021-04-14,"91 o mas","M","AstraZeneca","Privado",1,0,NA,0
"4448",2021-04-14,"91 o mas","M","Sinopharm","Privado",2,0,NA,0
"4449",2021-04-14,"91 o mas","M","Sinopharm","Público",6,0,NA,0
"4450",2021-04-14,"91 o mas","M","Sputnik","Privado",3,0,NA,0
"4451",2021-04-14,"91 o mas","M","Sputnik","Público",16,112,NA,0
"4452",2021-04-14,"91 o mas","M","Sputnik","Público nacional",1,0,NA,0
"4453",2021-04-15,"30 o menos","F","Sinopharm","Público",1,0,NA,0
"4454",2021-04-15,"30 o menos","F","Sinopharm","Público nacional",37,0,NA,0
"4455",2021-04-15,"30 o menos","F","Sputnik","Privado",0,1,NA,0
"4456",2021-04-15,"30 o menos","F","Sputnik","Público nacional",7,0,NA,0
"4457",2021-04-15,"30 o menos","M","Sinopharm","Privado",1,0,NA,0
"4458",2021-04-15,"30 o menos","M","Sinopharm","Público nacional",118,0,NA,0
"4459",2021-04-15,"30 o menos","M","Sputnik","Público",0,1,NA,0
"4460",2021-04-15,"30 o menos","M","Sputnik","Público nacional",16,0,NA,0
"4461",2021-04-15,"31 a 40","F","Sinopharm","Público nacional",16,0,NA,0
"4462",2021-04-15,"31 a 40","F","Sputnik","Privado",0,2,NA,0
"4463",2021-04-15,"31 a 40","F","Sputnik","Público",2,1,NA,0
"4464",2021-04-15,"31 a 40","F","Sputnik","Público nacional",17,0,NA,0
"4465",2021-04-15,"31 a 40","M","Sinopharm","Público nacional",74,0,NA,0
"4466",2021-04-15,"31 a 40","M","Sputnik","Privado",2,0,NA,0
"4467",2021-04-15,"31 a 40","M","Sputnik","Público",2,1,NA,0
"4468",2021-04-15,"31 a 40","M","Sputnik","Público nacional",22,0,NA,0
"4469",2021-04-15,"41 a 50","F","Sinopharm","Público",1,0,NA,0
"4470",2021-04-15,"41 a 50","F","Sinopharm","Público nacional",2,0,NA,0
"4471",2021-04-15,"41 a 50","F","Sputnik","Privado",2,2,NA,0
"4472",2021-04-15,"41 a 50","F","Sputnik","Público nacional",17,0,NA,0
"4473",2021-04-15,"41 a 50","M","Sinopharm","Privado",1,0,NA,0
"4474",2021-04-15,"41 a 50","M","Sinopharm","Público nacional",43,0,NA,0
"4475",2021-04-15,"41 a 50","M","Sputnik","Público",2,0,NA,0
"4476",2021-04-15,"41 a 50","M","Sputnik","Público nacional",33,0,NA,0
"4477",2021-04-15,"51 a 60","F","Sinopharm","Público nacional",1,0,NA,0
"4478",2021-04-15,"51 a 60","F","Sputnik","Privado",0,1,NA,0
"4479",2021-04-15,"51 a 60","F","Sputnik","Público",5,2,NA,0
"4480",2021-04-15,"51 a 60","F","Sputnik","Público nacional",37,0,NA,0
"4481",2021-04-15,"51 a 60","M","Sinopharm","Privado",1,0,NA,0
"4482",2021-04-15,"51 a 60","M","Sinopharm","Público",1,0,NA,0
"4483",2021-04-15,"51 a 60","M","Sinopharm","Público nacional",11,0,NA,0
"4484",2021-04-15,"51 a 60","M","Sputnik","Público",1,0,NA,0
"4485",2021-04-15,"51 a 60","M","Sputnik","Público nacional",28,0,NA,0
"4486",2021-04-15,"61 a 70","F","AstraZeneca","Público",1,0,NA,0
"4487",2021-04-15,"61 a 70","F","Sinopharm","Privado",68,0,NA,0
"4488",2021-04-15,"61 a 70","F","Sinopharm","Público",14,0,NA,0
"4489",2021-04-15,"61 a 70","F","Sputnik","Privado",106,2,NA,0
"4490",2021-04-15,"61 a 70","F","Sputnik","Público",229,2371,NA,0
"4491",2021-04-15,"61 a 70","F","Sputnik","Público nacional",25,0,NA,0
"4492",2021-04-15,"61 a 70","M","Sinopharm","Privado",30,0,NA,0
"4493",2021-04-15,"61 a 70","M","Sinopharm","Público",11,0,NA,0
"4494",2021-04-15,"61 a 70","M","Sputnik","Privado",59,3,NA,0
"4495",2021-04-15,"61 a 70","M","Sputnik","Público",179,979,NA,0
"4496",2021-04-15,"61 a 70","M","Sputnik","Público nacional",33,0,NA,0
"4497",2021-04-15,"71 a 80","F","Sinopharm","Privado",382,0,NA,0
"4498",2021-04-10,"71 a 80","M","Sinopharm","Público",3,0,NA,0
"4499",2021-04-10,"71 a 80","M","Sputnik","Privado",51,0,NA,0
"4500",2021-04-10,"71 a 80","M","Sputnik","Público",1872,77,NA,0
"4501",2021-04-10,"81 a 90","F","AstraZeneca","Público",10,0,NA,0
"4502",2021-04-10,"81 a 90","F","Sinopharm","Privado",4,0,NA,0
"4503",2021-04-10,"81 a 90","F","Sinopharm","Público",18,0,NA,0
"4504",2021-04-10,"81 a 90","F","Sputnik","Privado",1,0,NA,0
"4505",2021-04-10,"81 a 90","F","Sputnik","Público",13,8,NA,0
"4506",2021-04-10,"81 a 90","M","AstraZeneca","Público",14,0,NA,0
"4507",2021-04-10,"81 a 90","M","Sinopharm","Privado",4,0,NA,0
"4508",2021-04-10,"81 a 90","M","Sinopharm","Público",10,0,NA,0
"4509",2021-04-10,"81 a 90","M","Sputnik","Privado",3,0,NA,0
"4510",2021-04-10,"81 a 90","M","Sputnik","Público",11,11,NA,0
"4511",2021-04-10,"91 o mas","F","AstraZeneca","Público",5,0,NA,0
"4512",2021-04-10,"91 o mas","F","Sinopharm","Privado",2,0,NA,0
"4513",2021-04-10,"91 o mas","F","Sinopharm","Público",16,0,NA,0
"4514",2021-04-10,"91 o mas","F","Sputnik","Público",5,1,NA,0
"4515",2021-04-10,"91 o mas","M","AstraZeneca","Público",3,0,NA,0
"4516",2021-04-10,"91 o mas","M","Sinopharm","Privado",1,0,NA,0
"4517",2021-04-10,"91 o mas","M","Sputnik","Público",2,1,NA,0
"4518",2021-04-11,"30 o menos","F","Sputnik","Privado",0,3,NA,0
"4519",2021-04-11,"30 o menos","F","Sputnik","Público",2,103,NA,0
"4520",2021-04-11,"30 o menos","M","Sputnik","Privado",0,2,NA,0
"4521",2021-04-11,"30 o menos","M","Sputnik","Público",0,46,NA,0
"4522",2021-04-11,"31 a 40","F","Sputnik","Privado",0,9,NA,0
"4523",2021-04-11,"31 a 40","F","Sputnik","Público",6,169,NA,0
"4524",2021-04-11,"31 a 40","M","Sputnik","Privado",0,2,NA,0
"4525",2021-04-11,"31 a 40","M","Sputnik","Público",1,94,NA,0
"4526",2021-04-11,"41 a 50","F","Sputnik","Privado",0,2,NA,0
"4527",2021-04-11,"41 a 50","F","Sputnik","Público",1,159,NA,0
"4528",2021-04-11,"41 a 50","M","Sputnik","Privado",0,1,NA,0
"4529",2021-04-11,"41 a 50","M","Sputnik","Público",0,51,NA,0
"4530",2021-04-11,"51 a 60","F","Sinopharm","Público",4,0,NA,0
"4531",2021-04-11,"51 a 60","F","Sputnik","Privado",0,2,NA,0
"4532",2021-04-11,"51 a 60","F","Sputnik","Público",4,157,NA,0
"4533",2021-04-11,"51 a 60","M","Sputnik","Público",0,65,NA,0
"4534",2021-04-11,"61 a 70","F","Sinopharm","Privado",36,0,NA,0
"4535",2021-04-11,"61 a 70","F","Sinopharm","Público",21,0,NA,0
"4536",2021-04-11,"61 a 70","F","Sputnik","Privado",0,1,NA,0
"4537",2021-04-11,"61 a 70","F","Sputnik","Público",615,238,NA,0
"4538",2021-04-11,"61 a 70","M","Sinopharm","Privado",32,0,NA,0
"4539",2021-04-11,"61 a 70","M","Sinopharm","Público",6,0,NA,0
"4540",2021-04-11,"61 a 70","M","Sputnik","Privado",0,2,NA,0
"4541",2021-04-11,"61 a 70","M","Sputnik","Público",443,116,NA,0
"4542",2021-04-11,"71 a 80","F","Sinopharm","Privado",216,0,NA,0
"4543",2021-04-11,"71 a 80","F","Sinopharm","Público",46,0,NA,0
"4544",2021-04-11,"71 a 80","F","Sputnik","Público",2678,60,NA,0
"4545",2021-04-11,"71 a 80","M","Sinopharm","Privado",156,0,NA,0
"4546",2021-04-11,"71 a 80","M","Sinopharm","Público",5,0,NA,0
"4547",2021-04-11,"71 a 80","M","Sputnik","Privado",1,0,NA,0
"4548",2021-04-11,"71 a 80","M","Sputnik","Público",1819,38,NA,0
"4549",2021-04-11,"81 a 90","F","AstraZeneca","Privado",1,0,NA,0
"4550",2021-04-11,"81 a 90","F","Sinopharm","Privado",10,0,NA,0
"4551",2021-04-11,"81 a 90","F","Sinopharm","Público",29,0,NA,0
"4552",2021-04-11,"81 a 90","F","Sputnik","Público",20,2,NA,0
"4553",2021-04-11,"81 a 90","M","Sinopharm","Privado",4,0,NA,0
"4554",2021-04-11,"81 a 90","M","Sinopharm","Público",6,0,NA,0
"4555",2021-04-11,"81 a 90","M","Sputnik","Público",9,10,NA,0
"4556",2021-04-11,"91 o mas","F","Sinopharm","Privado",4,0,NA,0
"4557",2021-04-11,"91 o mas","F","Sinopharm","Público",20,0,NA,0
"4558",2021-04-11,"91 o mas","F","Sputnik","Público",6,1,NA,0
"4559",2021-04-11,"91 o mas","M","Sinopharm","Privado",2,0,NA,0
"4560",2021-04-11,"91 o mas","M","Sinopharm","Público",1,0,NA,0
"4561",2021-04-11,"91 o mas","M","Sputnik","Público",1,0,NA,0
"4562",2021-04-12,"30 o menos","F","Sinopharm","Privado",2,0,NA,0
"4563",2021-04-12,"30 o menos","F","Sinopharm","Público",143,1,NA,0
"4564",2021-04-12,"30 o menos","F","Sinopharm","Público nacional",7,0,NA,0
"4565",2021-04-12,"30 o menos","F","Sputnik","Privado",0,18,NA,0
"4566",2021-04-12,"30 o menos","F","Sputnik","Público",11,37,NA,0
"4567",2021-04-12,"30 o menos","F","Sputnik","Público nacional",24,0,NA,0
"4568",2021-04-12,"30 o menos","M","Sinopharm","Público",62,0,NA,0
"4569",2021-04-12,"30 o menos","M","Sinopharm","Público nacional",18,0,NA,0
"4570",2021-04-12,"30 o menos","M","Sputnik","Privado",0,4,NA,0
"4571",2021-04-12,"30 o menos","M","Sputnik","Público",6,18,NA,0
"4572",2021-04-12,"30 o menos","M","Sputnik","Público nacional",23,0,NA,0
"4573",2021-04-12,"31 a 40","F","Sinopharm","Privado",2,0,NA,0
"4574",2021-04-12,"31 a 40","F","Sinopharm","Público",225,0,NA,0
"4575",2021-04-12,"31 a 40","F","Sinopharm","Público nacional",16,0,NA,0
"4576",2021-04-12,"31 a 40","F","Sputnik","Privado",1,20,NA,0
"4577",2021-04-12,"31 a 40","F","Sputnik","Público",10,59,NA,0
"4578",2021-04-12,"31 a 40","F","Sputnik","Público nacional",19,1,NA,0
"4579",2021-04-12,"31 a 40","M","Sinopharm","Público",99,0,NA,0
"4580",2021-04-12,"31 a 40","M","Sinopharm","Público nacional",11,0,NA,0
"4581",2021-04-12,"31 a 40","M","Sputnik","Privado",0,9,NA,0
"4582",2021-04-12,"31 a 40","M","Sputnik","Público",4,28,NA,0
"4583",2021-04-12,"31 a 40","M","Sputnik","Público nacional",30,0,NA,0
"4584",2021-04-12,"41 a 50","F","Sinopharm","Público",109,1,NA,0
"4585",2021-04-12,"41 a 50","F","Sinopharm","Público nacional",14,0,NA,0
"4586",2021-04-12,"41 a 50","F","Sputnik","Privado",0,23,NA,0
"4587",2021-04-12,"41 a 50","F","Sputnik","Público",7,48,NA,0
"4588",2021-04-12,"41 a 50","F","Sputnik","Público nacional",25,1,NA,0
"4589",2021-04-12,"41 a 50","M","Sinopharm","Público",41,0,NA,0
"4590",2021-04-12,"41 a 50","M","Sinopharm","Público nacional",14,0,NA,0
"4591",2021-04-12,"41 a 50","M","Sputnik","Privado",0,8,NA,0
"4592",2021-04-12,"41 a 50","M","Sputnik","Público",3,19,NA,0
"4593",2021-04-12,"41 a 50","M","Sputnik","Público nacional",31,0,NA,0
"4594",2021-04-12,"51 a 60","F","AstraZeneca","Privado",1,0,NA,0
"4595",2021-04-12,"51 a 60","F","Sinopharm","Público",76,2,NA,0
"4596",2021-04-12,"51 a 60","F","Sinopharm","Público nacional",6,0,NA,0
"4597",2021-04-12,"51 a 60","F","Sputnik","Privado",1,9,NA,0
"4598",2021-04-12,"51 a 60","F","Sputnik","Público",8,62,NA,0
"4599",2021-04-12,"51 a 60","F","Sputnik","Público nacional",28,5,NA,0
"4600",2021-04-12,"51 a 60","M","Sinopharm","Público",32,0,NA,0
"4601",2021-04-12,"51 a 60","M","Sinopharm","Público nacional",6,0,NA,0
"4602",2021-04-12,"51 a 60","M","Sputnik","Privado",0,6,NA,0
"4603",2021-04-12,"51 a 60","M","Sputnik","Público",1,21,NA,0
"4604",2021-04-12,"51 a 60","M","Sputnik","Público nacional",42,1,NA,0
"4605",2021-04-12,"61 a 70","F","Sinopharm","Privado",38,0,NA,0
"4606",2021-04-12,"61 a 70","F","Sinopharm","Público",108,1,NA,0
"4607",2021-04-12,"61 a 70","F","Sinopharm","Público nacional",2,0,NA,0
"4608",2021-04-12,"61 a 70","F","Sputnik","Privado",115,4,NA,0
"4609",2021-04-12,"61 a 70","F","Sputnik","Público",1821,178,NA,0
"4610",2021-04-12,"61 a 70","F","Sputnik","Público nacional",33,9,NA,0
"4611",2021-04-12,"61 a 70","M","AstraZeneca","Privado",1,0,NA,0
"4612",2021-04-12,"61 a 70","M","Sinopharm","Privado",27,0,NA,0
"4613",2021-04-12,"61 a 70","M","Sinopharm","Público",52,0,NA,0
"4614",2021-04-12,"61 a 70","M","Sinopharm","Público nacional",3,0,NA,0
"4615",2021-04-12,"61 a 70","M","Sputnik","Privado",73,4,NA,0
"4616",2021-04-12,"61 a 70","M","Sputnik","Público",1320,97,NA,0
"4617",2021-04-12,"61 a 70","M","Sputnik","Público nacional",30,6,NA,0
"4618",2021-04-12,"71 a 80","F","AstraZeneca","Público",1,0,NA,0
"4619",2021-04-12,"71 a 80","F","Sinopharm","Privado",363,0,NA,0
"4620",2021-04-12,"71 a 80","F","Sinopharm","Público",322,1,NA,0
"4621",2021-04-12,"71 a 80","F","Sputnik","Privado",704,2,NA,0
"4622",2021-04-12,"71 a 80","F","Sputnik","Público",7462,64,NA,0
"4623",2021-04-12,"71 a 80","F","Sputnik","Público nacional",7,2,NA,0
"4624",2021-04-12,"71 a 80","M","Sinopharm","Privado",179,0,NA,0
"4625",2021-04-12,"71 a 80","M","Sinopharm","Público",190,0,NA,0
"4626",2021-04-12,"71 a 80","M","Sputnik","Privado",392,9,NA,0
"4627",2021-04-12,"71 a 80","M","Sputnik","Público",5052,30,NA,0
"4628",2021-04-12,"71 a 80","M","Sputnik","Público nacional",4,0,NA,0
"4629",2021-04-12,"81 a 90","F","Sinopharm","Privado",43,0,NA,0
"4630",2021-04-12,"81 a 90","F","Sinopharm","Público",67,0,NA,0
"4631",2021-04-12,"81 a 90","F","Sputnik","Privado",11,0,NA,0
"4632",2021-04-12,"81 a 90","F","Sputnik","Público",65,11,NA,0
"4633",2021-04-12,"81 a 90","F","Sputnik","Público nacional",3,0,NA,0
"4634",2021-04-12,"81 a 90","M","AstraZeneca","Público",2,0,NA,0
"4635",2021-04-12,"81 a 90","M","Sinopharm","Privado",14,0,NA,0
"4636",2021-04-12,"81 a 90","M","Sinopharm","Público",26,0,NA,0
"4637",2021-04-12,"81 a 90","M","Sputnik","Privado",8,0,NA,0
"4638",2021-04-12,"81 a 90","M","Sputnik","Público",28,9,NA,0
"4639",2021-04-12,"81 a 90","M","Sputnik","Público nacional",3,0,NA,0
"4640",2021-04-12,"91 o mas","F","Sinopharm","Privado",16,0,NA,0
"4641",2021-04-12,"91 o mas","F","Sinopharm","Público",39,0,NA,0
"4642",2021-04-12,"91 o mas","F","Sputnik","Privado",3,0,NA,0
"4643",2021-04-12,"91 o mas","F","Sputnik","Público",24,0,NA,0
"4644",2021-04-12,"91 o mas","M","Sinopharm","Privado",9,0,NA,0
"4645",2021-04-12,"91 o mas","M","Sinopharm","Público",9,0,NA,0
"4646",2021-04-12,"91 o mas","M","Sputnik","Privado",2,0,NA,0
"4647",2021-04-12,"91 o mas","M","Sputnik","Público",3,0,NA,0
"4648",2021-04-12,"91 o mas","M","Sputnik","Público nacional",1,0,NA,0
"4649",2021-04-13,"30 o menos","F","Sinopharm","Público",42,0,NA,0
"4650",2021-04-13,"30 o menos","F","Sinopharm","Público nacional",20,0,NA,0
"4651",2021-04-19,"71 a 80","M","AstraZeneca","Privado",1,0,NA,0
"4652",2021-04-19,"71 a 80","M","AstraZeneca","Público",2425,2,NA,0
"4653",2021-04-19,"71 a 80","M","Sinopharm","Privado",60,0,NA,0
"4654",2021-04-19,"71 a 80","M","Sinopharm","Público",2,0,NA,0
"4655",2021-04-19,"71 a 80","M","Sputnik","Privado",75,0,NA,0
"4656",2021-04-19,"71 a 80","M","Sputnik","Público",239,1,NA,0
"4657",2021-04-19,"81 a 90","F","AstraZeneca","Público",804,2,NA,0
"4658",2021-04-19,"81 a 90","F","Sinopharm","Privado",22,0,NA,0
"4659",2021-04-19,"81 a 90","F","Sinopharm","Público",52,0,NA,0
"4660",2021-04-19,"81 a 90","F","Sputnik","Privado",32,0,NA,0
"4661",2021-04-19,"81 a 90","F","Sputnik","Público",67,1,NA,0
"4662",2021-04-19,"81 a 90","M","AstraZeneca","Público",318,0,NA,0
"4663",2021-04-19,"81 a 90","M","Sinopharm","Privado",10,0,NA,0
"4664",2021-04-19,"81 a 90","M","Sinopharm","Público",21,0,NA,0
"4665",2021-04-19,"81 a 90","M","Sputnik","Privado",12,0,NA,0
"4666",2021-04-19,"81 a 90","M","Sputnik","Público",35,0,NA,0
"4667",2021-04-19,"91 o mas","F","AstraZeneca","Público",184,1,NA,0
"4668",2021-04-19,"91 o mas","F","Sinopharm","Privado",6,0,NA,0
"4669",2021-04-19,"91 o mas","F","Sinopharm","Público",36,0,NA,0
"4670",2021-04-19,"91 o mas","F","Sputnik","Público",11,0,NA,0
"4671",2021-04-19,"91 o mas","M","AstraZeneca","Público",53,0,NA,0
"4672",2021-04-19,"91 o mas","M","Sinopharm","Privado",1,0,NA,0
"4673",2021-04-19,"91 o mas","M","Sinopharm","Público",9,0,NA,0
"4674",2021-04-19,"91 o mas","M","Sputnik","Privado",2,0,NA,0
"4675",2021-04-20,"30 o menos","F","AstraZeneca","Privado",1,0,NA,0
"4676",2021-04-20,"30 o menos","F","AstraZeneca","Público",23,4,NA,0
"4677",2021-04-20,"30 o menos","F","Sinopharm","Privado",1,0,NA,0
"4678",2021-04-20,"30 o menos","F","Sinopharm","Público nacional",18,0,NA,0
"4679",2021-04-20,"30 o menos","F","Sputnik","Privado",10,0,NA,0
"4680",2021-04-20,"30 o menos","F","Sputnik","Público",2,2,NA,0
"4681",2021-04-20,"30 o menos","F","Sputnik","Público nacional",2,0,NA,0
"4682",2021-04-20,"30 o menos","M","AstraZeneca","Público",9,1,NA,0
"4683",2021-04-20,"30 o menos","M","Sinopharm","Público nacional",139,0,NA,0
"4684",2021-04-20,"30 o menos","M","Sputnik","Privado",9,0,NA,0
"4685",2021-04-20,"30 o menos","M","Sputnik","Público",1,1,NA,0
"4686",2021-04-20,"30 o menos","M","Sputnik","Público nacional",3,0,NA,0
"4687",2021-04-20,"31 a 40","F","AstraZeneca","Público",22,11,NA,0
"4688",2021-04-20,"31 a 40","F","Sinopharm","Público",1,0,NA,0
"4689",2021-04-20,"31 a 40","F","Sinopharm","Público nacional",5,0,NA,0
"4690",2021-04-20,"31 a 40","F","Sputnik","Privado",11,0,NA,0
"4691",2021-04-20,"31 a 40","F","Sputnik","Público",7,6,NA,0
"4692",2021-04-20,"31 a 40","F","Sputnik","Público nacional",6,0,NA,0
"4693",2021-04-20,"31 a 40","M","AstraZeneca","Público",8,3,NA,0
"4694",2021-04-20,"31 a 40","M","Sinopharm","Público nacional",43,0,NA,0
"4695",2021-04-20,"31 a 40","M","Sputnik","Privado",9,0,NA,0
"4696",2021-04-20,"31 a 40","M","Sputnik","Público",5,1,NA,0
"4697",2021-04-20,"31 a 40","M","Sputnik","Público nacional",12,0,NA,0
"4698",2021-04-20,"41 a 50","F","AstraZeneca","Público",61,2,NA,0
"4699",2021-04-20,"41 a 50","F","Sinopharm","Público",2,0,NA,0
"4700",2021-04-20,"41 a 50","F","Sinopharm","Público nacional",2,0,NA,0
"4701",2021-04-20,"41 a 50","F","Sputnik","Privado",6,0,NA,0
"4702",2021-04-20,"41 a 50","F","Sputnik","Público",1,6,NA,0
"4703",2021-04-20,"41 a 50","F","Sputnik","Público nacional",7,0,NA,0
"4704",2021-04-20,"41 a 50","M","AstraZeneca","Público",22,1,NA,0
"4705",2021-04-20,"41 a 50","M","Sinopharm","Público nacional",12,0,NA,0
"4706",2021-04-20,"41 a 50","M","Sputnik","Privado",7,0,NA,0
"4707",2021-04-20,"41 a 50","M","Sputnik","Público",0,3,NA,0
"4708",2021-04-20,"41 a 50","M","Sputnik","Público nacional",22,0,NA,0
"4709",2021-04-20,"51 a 60","F","AstraZeneca","Público",356,4,NA,0
"4710",2021-04-20,"51 a 60","F","Sinopharm","Privado",1,0,NA,0
"4711",2021-04-20,"51 a 60","F","Sinopharm","Público",1,1,NA,0
"4712",2021-04-20,"51 a 60","F","Sputnik","Privado",6,0,NA,0
"4713",2021-04-20,"51 a 60","F","Sputnik","Público",3,675,NA,0
"4714",2021-04-20,"51 a 60","F","Sputnik","Público nacional",14,0,NA,0
"4715",2021-04-20,"51 a 60","M","AstraZeneca","Público",145,2,NA,0
"4716",2021-04-20,"51 a 60","M","Sinopharm","Público nacional",2,0,NA,0
"4717",2021-04-20,"51 a 60","M","Sputnik","Privado",6,0,NA,0
